# {"t_start": 1551811845.827794, "env_id": "Reacher-v2"} 
r,l,t
-8.241299,50,353.452031
-3.477997,50,353.49492
-2.745582,50,353.537789
-5.409367,50,353.580982
-5.91874,50,353.623858
-6.00666,50,353.666663
-6.032933,50,353.709678
-7.195822,50,353.752424
-8.323419,50,353.79547
-6.561401,50,353.838297
-7.186134,50,353.880994
-7.404476,50,353.922571
-6.203038,50,353.965393
-3.282031,50,354.008555
-6.578722,50,354.051335
-7.538643,50,354.094369
-4.957121,50,354.137096
-5.131574,50,354.180249
-8.004032,50,354.22297
-4.339971,50,354.265645
-5.029379,50,354.308395
-3.838836,50,354.351242
-7.483311,50,354.394308
-6.482096,50,354.437058
-8.545439,50,354.479684
-5.759048,50,354.522407
-8.275109,50,354.565064
-6.765525,50,354.607804
-7.417691,50,354.651281
-8.277767,50,354.691779
-8.076558,50,354.735031
-8.763323,50,354.779067
-7.674237,50,354.821836
-6.012183,50,354.864651
-6.826167,50,354.907896
-5.77682,50,354.950516
-14.848581,50,354.993813
-3.280277,50,356.447663
-7.167386,50,356.512928
-4.462414,50,356.578246
-4.701325,50,356.643512
-3.901148,50,356.708927
-8.488302,50,356.774173
-4.326913,50,356.839352
-3.722431,50,356.904488
-3.727069,50,356.969747
-6.330075,50,357.03506
-8.864489,50,357.100425
-3.395417,50,357.165898
-6.918842,50,357.231102
-7.567461,50,357.296387
-3.210335,50,357.361795
-3.575447,50,357.427078
-2.805715,50,357.492328
-5.325065,50,357.55765
-6.862351,50,357.623064
-3.848522,50,357.688563
-8.099504,50,357.753897
-6.31788,50,357.819208
-5.864082,50,357.884444
-2.877735,50,357.949806
-6.485264,50,358.015204
-8.479835,50,358.080949
-8.494361,50,358.146758
-5.586877,50,358.212421
-7.697674,50,358.26892
-5.719232,50,358.324416
-5.766566,50,358.379353
-6.549137,50,358.431909
-6.229769,50,358.488002
-6.795678,50,358.545477
-6.026044,50,358.603856
-3.890644,50,358.660448
-6.021628,50,358.71942
-10.219613,50,358.778414
-8.057631,50,358.837284
-6.81215,50,358.894375
-5.257551,50,358.951028
-7.865403,50,360.476783
-3.904006,50,360.533469
-7.689121,50,360.589948
-5.619534,50,360.646094
-5.947164,50,360.698781
-8.81017,50,360.753055
-3.952827,50,360.809319
-3.735915,50,360.865449
-6.86208,50,360.921755
-8.38424,50,360.977805
-5.959566,50,361.034224
-4.792937,50,361.090365
-5.510385,50,361.146535
-11.485215,50,361.202572
-8.42962,50,361.258752
-11.975968,50,361.314946
-6.108975,50,361.371252
-8.38502,50,361.427611
-8.0607,50,361.483754
-2.841986,50,361.542992
-9.106396,50,361.608889
-2.661445,50,361.675034
-1.939869,50,361.74143
-4.971687,50,361.807314
-3.775522,50,361.873607
-4.997267,50,361.939999
-6.817756,50,362.00649
-6.310954,50,362.07281
-7.477322,50,362.138872
-5.255885,50,362.205087
-3.679691,50,362.27096
-4.939019,50,362.336697
-3.223456,50,362.403039
-5.391223,50,362.469169
-6.745032,50,362.535927
-7.873509,50,362.601921
-10.197348,50,362.668555
-8.684662,50,362.735096
-3.892438,50,362.801481
-6.201938,50,362.868364
-6.404592,50,362.934691
-4.144121,50,364.553178
-5.518983,50,364.619691
-8.347354,50,364.686039
-6.59548,50,364.752507
-8.411422,50,364.818714
-2.726889,50,364.884996
-5.390203,50,364.95126
-6.417265,50,365.017789
-7.526706,50,365.084298
-3.830704,50,365.150832
-7.932998,50,365.217086
-6.765005,50,365.283483
-6.659489,50,365.349943
-4.97324,50,365.41625
-6.780762,50,365.482641
-8.167806,50,365.549357
-5.159571,50,365.61582
-6.354493,50,365.682457
-5.768055,50,365.748909
-5.633958,50,365.815333
-5.498644,50,365.881781
-8.774746,50,365.94811
-5.15452,50,366.014613
-6.341214,50,366.081222
-4.48449,50,366.148196
-7.199165,50,366.214736
-10.995909,50,366.28148
-2.129861,50,366.348262
-3.883767,50,366.414381
-3.138944,50,366.480571
-6.902447,50,366.547052
-5.57752,50,366.613663
-4.235522,50,366.680203
-5.470961,50,366.746646
-7.722797,50,366.812952
-5.598122,50,366.879668
-4.76536,50,366.946216
-7.446727,50,367.012579
-6.631746,50,367.078879
-2.493183,50,367.145253
-5.39684,50,367.211525
-7.10279,50,368.7851
-5.68961,50,368.851094
-4.115023,50,368.916983
-4.559179,50,368.982977
-8.381611,50,369.049005
-6.838272,50,369.114996
-9.322313,50,369.181166
-4.601092,50,369.247235
-5.586432,50,369.31321
-7.234,50,369.379449
-6.597484,50,369.445566
-5.791558,50,369.512043
-2.893025,50,369.578099
-9.269647,50,369.644335
-5.671785,50,369.711183
-5.823731,50,369.777315
-5.412388,50,369.843283
-5.335229,50,369.909262
-3.033262,50,369.975243
-3.031074,50,370.041296
-7.060417,50,370.107759
-6.266115,50,370.17437
-4.848298,50,370.240491
-3.632117,50,370.30648
-5.005868,50,370.372547
-6.143911,50,370.438664
-7.446717,50,370.504732
-5.794709,50,370.560912
-6.527389,50,370.613104
-9.603004,50,370.666478
-3.389338,50,370.720825
-6.942381,50,370.778989
-4.090685,50,370.835564
-8.008704,50,370.893176
-2.544861,50,370.9463
-6.609642,50,371.001299
-10.138832,50,371.054078
-5.70854,50,371.112174
-4.544798,50,371.171196
-6.191151,50,371.233136
-4.821693,50,371.299915
-3.912714,50,372.984231
-7.03812,50,373.050245
-6.288186,50,373.116266
-7.003745,50,373.182385
-8.221091,50,373.248397
-3.170964,50,373.315688
-7.383873,50,373.381697
-7.00512,50,373.447947
-4.643485,50,373.514388
-2.370935,50,373.580579
-7.315171,50,373.646965
-6.175007,50,373.713118
-3.706556,50,373.779405
-5.63048,50,373.846184
-1.927562,50,373.912494
-5.883813,50,373.979366
-5.337671,50,374.045643
-5.710484,50,374.111598
-5.991458,50,374.177351
-5.439872,50,374.243935
-5.761897,50,374.31015
-7.67769,50,374.376405
-7.072258,50,374.442607
-5.982398,50,374.509082
-5.843627,50,374.574316
-3.571673,50,374.639431
-6.327478,50,374.704724
-3.227053,50,374.753663
-8.232627,50,374.805521
-6.120804,50,374.861282
-5.872337,50,374.91399
-8.09735,50,374.963906
-6.987285,50,375.015548
-7.89338,50,375.067538
-6.180889,50,375.122204
-7.320292,50,375.177857
-6.619806,50,375.231464
-4.659304,50,375.28882
-5.426026,50,375.343741
-12.25328,50,375.394876
-6.772951,50,375.448675
-3.271061,50,376.99982
-4.015998,50,377.055916
-5.718673,50,377.112149
-6.795168,50,377.168242
-14.965181,50,377.22404
-8.117344,50,377.279926
-6.840066,50,377.336331
-2.983326,50,377.392802
-2.165914,50,377.448782
-5.63575,50,377.504732
-5.559831,50,377.560736
-5.473478,50,377.616711
-4.199342,50,377.672646
-7.875419,50,377.735233
-7.731518,50,377.801198
-1.641367,50,377.867195
-5.767914,50,377.93312
-7.471673,50,377.999346
-8.431376,50,378.065553
-6.502931,50,378.131786
-5.346256,50,378.19783
-13.313259,50,378.263851
-6.616847,50,378.334642
-6.349575,50,378.402173
-7.325581,50,378.468322
-4.647924,50,378.534206
-4.509997,50,378.600056
-5.832175,50,378.665953
-5.931504,50,378.732229
-7.307421,50,378.798651
-11.983514,50,378.865556
-13.662965,50,378.931903
-3.580468,50,378.997425
-2.467257,50,379.063333
-4.883496,50,379.12946
-6.998647,50,379.195736
-2.054951,50,379.262148
-7.130752,50,379.328456
-3.715125,50,379.394206
-5.090913,50,379.460572
-7.13589,50,379.526162
-8.7385,50,381.145688
-5.71769,50,381.203865
-7.332709,50,381.256929
-7.651771,50,381.312109
-4.501411,50,381.370384
-6.680804,50,381.424686
-2.438054,50,381.481297
-6.018647,50,381.535996
-6.035898,50,381.589636
-6.700669,50,381.64689
-6.481302,50,381.699438
-6.470714,50,381.749628
-5.910714,50,381.801077
-3.988207,50,381.852353
-12.405832,50,381.902961
-5.876153,50,381.951309
-7.217172,50,382.004874
-2.553244,50,382.058066
-7.607152,50,382.108233
-2.781909,50,382.1711
-10.887187,50,382.237686
-6.481168,50,382.304351
-2.697278,50,382.370708
-8.783707,50,382.437192
-8.700965,50,382.503704
-8.576415,50,382.570185
-8.431107,50,382.636449
-5.243294,50,382.702781
-4.397008,50,382.769491
-9.075255,50,382.835988
-7.395964,50,382.90243
-6.321602,50,382.968843
-6.158595,50,383.03512
-3.61571,50,383.10143
-4.450245,50,383.167704
-4.589155,50,383.233993
-3.713464,50,383.300345
-6.031852,50,383.366657
-7.598204,50,383.432902
-4.522782,50,383.499251
-4.356434,50,383.565654
-5.707265,50,385.259279
-6.900171,50,385.325658
-6.915808,50,385.391455
-5.131441,50,385.457681
-9.599114,50,385.523881
-8.179848,50,385.59008
-5.262165,50,385.646565
-14.396754,50,385.699305
-7.812991,50,385.751912
-4.321438,50,385.800954
-7.980383,50,385.856915
-5.876477,50,385.912616
-3.234276,50,385.962653
-9.340055,50,386.019962
-8.268177,50,386.085355
-3.773558,50,386.150918
-5.838682,50,386.216692
-4.186787,50,386.282104
-2.510986,50,386.34796
-4.390011,50,386.41375
-8.351676,50,386.47917
-6.328029,50,386.544712
-2.897701,50,386.610418
-5.764621,50,386.675995
-6.967661,50,386.741477
-5.096854,50,386.806991
-6.70408,50,386.872814
-2.236982,50,386.938675
-7.864166,50,387.004173
-3.685859,50,387.069745
-5.907021,50,387.13535
-3.974093,50,387.201098
-7.393512,50,387.266827
-4.027994,50,387.332481
-3.769809,50,387.398611
-5.380748,50,387.464309
-8.353342,50,387.530101
-5.355975,50,387.595802
-7.156009,50,387.661444
-6.806553,50,387.727025
-6.563784,50,387.792966
-6.897518,50,389.314472
-2.568916,50,389.380976
-8.928598,50,389.447259
-2.345787,50,389.513834
-7.67505,50,389.579425
-10.356676,50,389.645467
-4.408724,50,389.711731
-8.150239,50,389.777364
-7.13828,50,389.843645
-8.005665,50,389.909185
-8.85726,50,389.975375
-5.458741,50,390.042053
-1.929069,50,390.108226
-4.653613,50,390.175858
-7.757578,50,390.243793
-4.960984,50,390.311531
-7.855981,50,390.380465
-7.871679,50,390.449441
-7.298826,50,390.516475
-5.640574,50,390.56269
-5.560914,50,390.611068
-4.343189,50,390.669634
-10.489805,50,390.722586
-4.157017,50,390.780983
-7.201514,50,390.840838
-5.584927,50,390.900694
-6.159943,50,390.95927
-9.417844,50,391.015084
-7.482116,50,391.072377
-5.571734,50,391.129958
-4.748935,50,391.188467
-3.254852,50,391.248206
-5.398173,50,391.30689
-5.174764,50,391.367387
-7.500143,50,391.425534
-7.901086,50,391.484669
-7.304546,50,391.542314
-2.621829,50,391.602877
-4.64877,50,391.661101
-3.171339,50,391.718546
-6.390674,50,391.772561
-3.347602,50,393.295583
-2.78894,50,393.364467
-6.30395,50,393.433007
-6.849622,50,393.501487
-4.628509,50,393.569893
-7.63995,50,393.638483
-4.195266,50,393.707053
-6.611802,50,393.775683
-8.723282,50,393.844126
-8.904615,50,393.912647
-6.237273,50,393.981215
-7.120798,50,394.04982
-5.734398,50,394.118599
-8.597892,50,394.187693
-6.744884,50,394.256259
-9.208111,50,394.325193
-8.607536,50,394.394197
-4.227864,50,394.463026
-6.81881,50,394.531522
-5.829125,50,394.600089
-2.811291,50,394.668836
-5.946169,50,394.737719
-2.759337,50,394.806514
-6.931705,50,394.87504
-8.028491,50,394.943578
-6.437086,50,395.012244
-2.654091,50,395.081187
-7.259167,50,395.149772
-5.489435,50,395.218528
-5.738746,50,395.287886
-5.62475,50,395.356511
-5.937857,50,395.425766
-5.924731,50,395.494745
-5.669492,50,395.563182
-5.334332,50,395.631661
-5.351886,50,395.695844
-9.936953,50,395.764938
-5.603001,50,395.834463
-4.670524,50,395.903721
-7.08537,50,395.973142
-7.273483,50,397.695279
-9.837543,50,397.764842
-4.275152,50,397.833868
-9.131139,50,397.902929
-5.805117,50,397.972178
-7.319651,50,398.04124
-3.874156,50,398.11051
-4.222331,50,398.179594
-3.894107,50,398.247911
-3.172977,50,398.307055
-4.195358,50,398.365883
-9.375646,50,398.420772
-7.902197,50,398.481411
-5.116499,50,398.537446
-5.217131,50,398.594957
-7.522481,50,398.654163
-5.75885,50,398.711321
-8.197452,50,398.767547
-7.714601,50,398.821167
-3.674255,50,398.878093
-8.239004,50,398.93456
-5.201585,50,398.986394
-6.187163,50,399.041425
-7.3795,50,399.101495
-5.066229,50,399.167557
-5.698205,50,399.23383
-4.972046,50,399.300046
-6.909529,50,399.366419
-9.658459,50,399.43271
-7.709114,50,399.498434
-10.043953,50,399.564729
-5.344038,50,399.630772
-7.741468,50,399.696878
-7.396325,50,399.762837
-5.458824,50,399.828758
-4.277548,50,399.895288
-5.69062,50,399.961537
-7.46218,50,400.027868
-5.627987,50,400.094244
-4.169318,50,400.160407
-7.549831,50,400.226745
-2.920186,50,401.822049
-6.92733,50,401.888901
-3.022095,50,401.95633
-7.232439,50,402.023106
-12.698291,50,402.089858
-4.625404,50,402.156732
-2.333439,50,402.22343
-5.610803,50,402.290051
-6.094393,50,402.357909
-10.784533,50,402.424954
-6.223779,50,402.49193
-5.332317,50,402.558925
-5.921669,50,402.626108
-6.969896,50,402.693135
-7.357932,50,402.76037
-2.9879,50,402.828052
-7.526227,50,402.89528
-7.206146,50,402.96226
-6.886489,50,403.029341
-4.662244,50,403.096344
-8.027742,50,403.163397
-7.020366,50,403.23037
-7.841665,50,403.297901
-2.477113,50,403.365088
-7.281502,50,403.431946
-7.515106,50,403.489356
-7.416637,50,403.547017
-5.076761,50,403.597134
-6.099462,50,403.64682
-6.352877,50,403.693637
-7.234241,50,403.743772
-3.970327,50,403.79989
-3.049456,50,403.856529
-3.757024,50,403.91363
-7.616447,50,403.970882
-4.704986,50,404.027711
-5.393737,50,404.084489
-5.896909,50,404.140559
-6.309851,50,404.186017
-3.068275,50,404.231007
-3.662651,50,404.275783
-2.398742,50,405.717757
-5.804164,50,405.771741
-12.82548,50,405.824669
-8.856806,50,405.882233
-5.702599,50,405.939885
-5.631612,50,405.997023
-7.244501,50,406.051707
-9.742144,50,406.109434
-5.859885,50,406.16742
-9.148222,50,406.221061
-6.883423,50,406.275832
-3.194551,50,406.329414
-4.244707,50,406.385636
-9.680282,50,406.440807
-3.977917,50,406.500795
-5.712303,50,406.567372
-8.579775,50,406.633906
-5.674109,50,406.700536
-5.797135,50,406.766307
-3.7418,50,406.831922
-8.001572,50,406.89778
-8.428791,50,406.964283
-5.560269,50,407.030651
-6.115835,50,407.09665
-9.518356,50,407.162364
-5.549982,50,407.227973
-3.975105,50,407.293662
-6.174686,50,407.359421
-4.279892,50,407.425156
-8.767095,50,407.490875
-3.88305,50,407.556556
-6.001845,50,407.622265
-6.83464,50,407.687862
-6.45896,50,407.753432
-3.206213,50,407.81897
-7.653857,50,407.884506
-5.807709,50,407.950051
-3.025435,50,408.015718
-5.284441,50,408.081702
-5.935164,50,408.147559
-6.755678,50,408.213452
-4.384853,50,409.790655
-6.355426,50,409.855987
-7.464281,50,409.92155
-6.97833,50,409.989219
-7.065388,50,410.061538
-2.552111,50,410.129678
-8.077177,50,410.194457
-7.156659,50,410.259973
-8.285397,50,410.325524
-2.904833,50,410.380278
-8.941534,50,410.432978
-2.66476,50,410.491168
-6.002217,50,410.547961
-8.239704,50,410.603749
-9.194564,50,410.661142
-6.77845,50,410.714272
-7.70611,50,410.768711
-6.52926,50,410.826692
-9.650462,50,410.87899
-7.134452,50,410.932582
-8.524367,50,410.989616
-5.37269,50,411.050522
-5.315557,50,411.104779
-5.494177,50,411.160118
-6.971794,50,411.214511
-7.228796,50,411.267379
-10.43802,50,411.324149
-3.818056,50,411.376984
-7.929502,50,411.430194
-7.269718,50,411.486311
-4.066991,50,411.538569
-6.282832,50,411.595752
-7.423733,50,411.650454
-12.881993,50,411.705269
-9.867138,50,411.754629
-4.812861,50,411.804046
-4.72402,50,411.855083
-6.508835,50,411.9118
-5.516362,50,411.968478
-9.473855,50,412.013756
-7.447928,50,412.066602
-4.484923,50,413.372843
-6.143662,50,413.429844
-14.430429,50,413.486733
-6.619358,50,413.542778
-8.551888,50,413.598936
-7.576813,50,413.655107
-4.781155,50,413.709164
-4.308518,50,413.757492
-8.176888,50,413.813617
-3.500273,50,413.867736
-6.821239,50,413.9225
-3.829957,50,413.976368
-6.7566,50,414.029077
-6.352215,50,414.083001
-6.780006,50,414.137931
-6.359868,50,414.192156
-3.619035,50,414.249552
-7.782398,50,414.305616
-6.191291,50,414.37179
-5.608602,50,414.437495
-6.047554,50,414.503023
-5.707772,50,414.568754
-6.785649,50,414.634525
-7.220577,50,414.700148
-7.563901,50,414.76598
-3.546157,50,414.831629
-8.152258,50,414.897266
-7.992898,50,414.962978
-4.13487,50,415.028635
-6.523064,50,415.094494
-6.470502,50,415.160525
-3.008102,50,415.226356
-3.993275,50,415.292229
-3.504178,50,415.358012
-2.787679,50,415.423812
-5.602912,50,415.49028
-3.486108,50,415.556168
-7.274353,50,415.622408
-5.656231,50,415.688588
-4.722328,50,415.754209
-8.240479,50,415.819927
-6.781059,50,417.520735
-5.334402,50,417.587742
-3.759008,50,417.654536
-6.120603,50,417.721845
-2.086831,50,417.78848
-7.396835,50,417.855384
-7.243423,50,417.921954
-7.396315,50,417.988821
-8.19772,50,418.055595
-2.936155,50,418.122494
-5.843542,50,418.189661
-6.485307,50,418.256792
-9.073547,50,418.323674
-6.546936,50,418.390453
-9.966342,50,418.457046
-6.384411,50,418.523961
-5.879704,50,418.590787
-7.754246,50,418.657621
-5.849043,50,418.724374
-6.823342,50,418.791238
-4.907829,50,418.857701
-11.14996,50,418.924494
-2.881934,50,418.991362
-4.717589,50,419.058046
-7.19488,50,419.124798
-5.965932,50,419.191493
-8.279084,50,419.258277
-5.409357,50,419.324775
-5.535656,50,419.391646
-2.260987,50,419.458311
-6.842238,50,419.525077
-8.463356,50,419.579556
-7.906745,50,419.633946
-4.551884,50,419.691346
-7.994891,50,419.748161
-6.340887,50,419.796811
-7.950027,50,419.839863
-2.948648,50,419.88281
-9.892105,50,419.925981
-5.414422,50,419.970269
-8.39678,50,420.015893
-9.413075,50,421.448362
-5.589231,50,421.494619
-8.781964,50,421.547375
-7.004503,50,421.594346
-7.432901,50,421.638974
-8.846996,50,421.683861
-6.645139,50,421.729874
-4.400511,50,421.779377
-4.85637,50,421.829143
-5.218396,50,421.879043
-5.766228,50,421.931127
-5.980067,50,421.98777
-6.313119,50,422.04365
-11.550823,50,422.098573
-5.588186,50,422.149777
-2.152146,50,422.206797
-7.399298,50,422.262727
-4.440084,50,422.31695
-10.876393,50,422.371196
-3.867983,50,422.425373
-6.161867,50,422.472021
-5.315406,50,422.516794
-6.087373,50,422.572527
-5.643454,50,422.627122
-5.42709,50,422.683401
-5.840671,50,422.739829
-6.860135,50,422.797574
-7.679657,50,422.854434
-3.030181,50,422.908384
-4.362394,50,422.960866
-5.400298,50,423.016684
-6.519147,50,423.073019
-5.57097,50,423.130372
-6.641312,50,423.186157
-6.059251,50,423.241572
-3.863495,50,423.298885
-9.265137,50,423.353944
-5.539378,50,423.407983
-11.218617,50,423.464411
-6.876085,50,423.511769
-4.057752,50,423.564914
-7.539251,50,425.03697
-4.157292,50,425.093296
-3.024335,50,425.141405
-5.914747,50,425.197022
-5.857374,50,425.251661
