# {"t_start": 1551811845.827794, "env_id": "Reacher-v2"} 
r,l,t
-7.872753,50,471.026583
-5.869105,50,471.084535
-5.589643,50,471.139438
-6.519443,50,471.195472
-6.941963,50,471.254335
-3.155299,50,471.311024
-6.033342,50,471.369629
-6.219077,50,471.425693
-5.19667,50,471.484363
-8.692157,50,471.542734
-4.234681,50,471.597262
-2.739778,50,471.653308
-3.799583,50,471.710447
-3.908449,50,471.765313
-8.284157,50,471.820471
-7.438655,50,471.877412
-3.114675,50,473.33582
-5.667497,50,473.391402
-3.459428,50,473.446946
-6.58644,50,473.502849
-5.582679,50,473.558485
-6.05308,50,473.614368
-13.702994,50,473.669974
-6.540239,50,473.71932
-6.17569,50,473.76817
-6.582781,50,473.824561
-7.667084,50,473.87018
-5.677359,50,473.912942
-7.857367,50,473.968987
-7.735201,50,474.025667
-11.144162,50,474.08188
-5.998702,50,474.132372
-3.571937,50,474.191449
-5.608332,50,474.244821
-4.058857,50,474.307842
-6.821124,50,474.374068
-6.944416,50,474.440365
-2.969653,50,474.506636
-4.963394,50,474.573788
-6.831656,50,474.639381
-5.440608,50,474.702651
-8.764145,50,474.76568
-3.570141,50,474.82879
-5.287511,50,474.892224
-5.473465,50,474.955473
-3.096033,50,475.01868
-6.319959,50,475.081967
-5.320694,50,475.14514
-7.92271,50,475.211684
-7.358034,50,475.278102
-6.934093,50,475.344621
-4.391383,50,475.410966
-7.963523,50,475.477429
-5.830825,50,475.543859
-4.166896,50,475.610182
-2.920353,50,475.676543
-4.127018,50,475.742785
-2.991302,50,477.34764
-5.709446,50,477.403786
-7.296134,50,477.459809
-6.768342,50,477.515793
-3.932769,50,477.572038
-5.813241,50,477.629165
-2.412653,50,477.68546
-5.313866,50,477.739175
-4.125776,50,477.794782
-3.618094,50,477.850499
-5.158278,50,477.906246
-6.378662,50,477.964736
-2.396364,50,478.02089
-5.195522,50,478.077225
-6.658318,50,478.132867
-4.416515,50,478.190611
-4.712349,50,478.246889
-7.177667,50,478.304017
-6.149917,50,478.359399
-7.806023,50,478.415144
-5.99055,50,478.4692
-6.787142,50,478.526045
-2.454426,50,478.58226
-6.07171,50,478.632447
-4.30639,50,478.685053
-6.459379,50,478.741005
-2.000195,50,478.794634
-3.393937,50,478.84853
-5.597997,50,478.90046
-5.900518,50,478.95728
-7.22579,50,479.020336
-3.053663,50,479.087173
-6.629533,50,479.154293
-5.435564,50,479.221441
-7.804109,50,479.288308
-7.962042,50,479.355166
-6.445879,50,479.421524
-4.855293,50,479.487764
-5.673806,50,479.554075
-5.276922,50,479.618955
-7.352941,50,479.683585
-5.489314,50,481.283021
-4.94436,50,481.349084
-3.512932,50,481.415229
-4.485844,50,481.481373
-5.340478,50,481.54746
-3.307424,50,481.607812
-8.357577,50,481.667149
-3.594229,50,481.722784
-5.61702,50,481.773366
-7.542298,50,481.826479
-6.478331,50,481.876752
-8.739366,50,481.930471
-6.231623,50,481.978126
-6.832926,50,482.031008
-6.531891,50,482.088399
-1.660188,50,482.154429
-6.050294,50,482.220994
-6.663594,50,482.287545
-5.454027,50,482.353583
-10.82183,50,482.419502
-6.38311,50,482.485583
-7.307551,50,482.551464
-5.805912,50,482.617411
-6.957098,50,482.683261
-7.320122,50,482.749205
-8.987426,50,482.815152
-7.747319,50,482.86674
-5.038275,50,482.921202
-6.201248,50,482.969878
-6.498354,50,483.024295
-6.925539,50,483.077747
-7.421639,50,483.124442
-5.822701,50,483.17413
-12.876835,50,483.225123
-6.463885,50,483.268497
-6.828739,50,483.311545
-4.94974,50,483.355058
-6.318756,50,483.398234
-7.431195,50,483.441837
-3.828424,50,483.484873
-8.577995,50,483.528153
-5.636267,50,484.975902
-5.937077,50,485.031336
-5.380569,50,485.087608
-4.762059,50,485.143684
-5.435781,50,485.206571
-7.482907,50,485.273143
-8.162371,50,485.339578
-6.623777,50,485.406463
-7.029092,50,485.470337
-7.468794,50,485.53388
-7.888314,50,485.597394
-7.893393,50,485.66123
-8.546947,50,485.724805
-6.27612,50,485.78826
-6.158295,50,485.851723
-3.196587,50,485.91527
-9.68931,50,485.978805
-6.267256,50,486.042268
-6.461546,50,486.105814
-4.655915,50,486.169602
-3.146073,50,486.236032
-5.177443,50,486.300886
-5.759404,50,486.366526
-4.845193,50,486.431162
-6.645813,50,486.489607
-5.834618,50,486.545125
-7.393211,50,486.599955
-6.603075,50,486.644684
-2.460881,50,486.698982
-10.154514,50,486.744845
-6.438987,50,486.797233
-3.449108,50,486.849677
-1.498346,50,486.905222
-5.458204,50,486.954462
-7.454365,50,487.005474
-6.80443,50,487.048152
-5.885203,50,487.103784
-7.297189,50,487.156449
-5.633013,50,487.210745
-3.075474,50,487.260309
-3.579022,50,487.310209
-7.311221,50,488.904403
-7.01133,50,488.969932
-3.343264,50,489.03595
-4.20781,50,489.101389
-8.846106,50,489.166697
-7.695876,50,489.232832
-6.606783,50,489.298423
-5.386417,50,489.36428
-8.632569,50,489.429637
-7.152855,50,489.495355
-4.118034,50,489.561122
-3.232936,50,489.626465
-6.026856,50,489.692082
-5.613206,50,489.757472
-6.20156,50,489.823354
-8.528598,50,489.889031
-8.937845,50,489.955018
-2.921841,50,490.020992
-9.733082,50,490.086826
-6.977987,50,490.149868
-4.291649,50,490.204046
-2.811763,50,490.257023
-8.010892,50,490.310022
-3.580517,50,490.361623
-4.421975,50,490.415484
-4.239428,50,490.469378
-9.361391,50,490.523859
-5.506542,50,490.577658
-5.608054,50,490.629952
-2.529927,50,490.685666
-7.542106,50,490.739855
-8.22969,50,490.792509
-6.97475,50,490.848536
-4.356916,50,490.904358
-3.510213,50,490.960505
-9.198745,50,491.012527
-4.505832,50,491.055352
-4.55494,50,491.104098
-5.811779,50,491.151324
-6.410577,50,491.202335
-7.549106,50,491.255462
-5.908328,50,492.802071
-5.719443,50,492.867828
-5.965273,50,492.933337
-6.758571,50,492.998421
-5.692545,50,493.053967
-5.403798,50,493.107365
-8.464537,50,493.16463
-12.517163,50,493.212662
-8.436267,50,493.269122
-6.130928,50,493.325825
-3.921752,50,493.382201
-3.321098,50,493.438539
-5.636979,50,493.480062
-6.212972,50,493.518031
-6.280186,50,493.557729
-4.694892,50,493.597842
-3.985669,50,493.637869
-3.928454,50,493.678171
-6.322661,50,493.721232
-6.543912,50,493.764141
-3.567513,50,493.806985
-8.313145,50,493.854621
-3.906462,50,493.910924
-1.966897,50,493.967194
-8.118193,50,494.023444
-7.161625,50,494.079724
-8.375538,50,494.136009
-3.204045,50,494.184842
-7.632991,50,494.241012
-6.226985,50,494.297734
-5.508176,50,494.343764
-2.952867,50,494.390881
-7.921621,50,494.448083
-6.208393,50,494.503603
-5.5859,50,494.553912
-3.922954,50,494.60775
-9.098985,50,494.660184
-5.232621,50,494.716271
-2.176942,50,494.767326
-4.097966,50,494.818223
-6.04192,50,496.338432
-9.44741,50,496.404805
-5.778163,50,496.471332
-5.84769,50,496.53824
-3.243362,50,496.605239
-4.195239,50,496.672319
-6.46437,50,496.73973
-7.054558,50,496.806744
-6.507631,50,496.87436
-2.783969,50,496.938943
-4.127515,50,497.00291
-6.806502,50,497.067236
-4.537725,50,497.133505
-6.177566,50,497.200016
-10.613141,50,497.267402
-2.575682,50,497.334419
-6.272194,50,497.401429
-5.780265,50,497.468592
-5.814232,50,497.536431
-7.124991,50,497.602983
-2.946082,50,497.66994
-7.529928,50,497.737115
-3.164738,50,497.8043
-4.303384,50,497.870732
-6.314958,50,497.937336
-8.678529,50,498.004533
-8.120657,50,498.068874
-3.60778,50,498.132963
-7.515238,50,498.197081
-6.62568,50,498.260947
-8.563875,50,498.326411
-4.048812,50,498.39185
-6.507824,50,498.457251
-2.129565,50,498.513692
-6.316768,50,498.569823
-8.55123,50,498.626128
-6.155829,50,498.670126
-5.781263,50,498.727674
-2.636623,50,498.784311
-4.666969,50,498.831299
-3.082795,50,498.874473
-6.99969,50,500.401332
-4.763754,50,500.467332
-3.421437,50,500.532973
-5.979082,50,500.598685
-4.489205,50,500.664706
-7.173736,50,500.731022
-6.378481,50,500.796979
-5.490193,50,500.863929
-4.928187,50,500.931316
-7.319856,50,500.999033
-9.769616,50,501.066599
-4.034238,50,501.13395
-2.500803,50,501.201217
-4.72044,50,501.268517
-8.886657,50,501.335773
-6.345347,50,501.392535
-4.023996,50,501.437906
-5.032833,50,501.480799
-6.81522,50,501.52405
-3.299775,50,501.567354
-5.401499,50,501.610558
-5.126616,50,501.653609
-7.081196,50,501.696896
-4.194997,50,501.739906
-8.427177,50,501.78294
-4.161548,50,501.82648
-6.143159,50,501.869736
-3.110813,50,501.913307
-8.211575,50,501.957902
-4.951266,50,502.001692
-2.513569,50,502.046734
-3.451485,50,502.092135
-11.150231,50,502.137897
-5.884562,50,502.184106
-4.643897,50,502.229751
-5.062168,50,502.275068
-13.777032,50,502.320786
-5.165576,50,502.366735
-5.499984,50,502.412222
-9.483268,50,502.457953
-7.325202,50,502.503767
-5.274327,50,504.01997
-3.405738,50,504.084354
-5.129439,50,504.148366
-8.910398,50,504.213625
-7.518937,50,504.279687
-3.893449,50,504.345117
-5.752629,50,504.409413
-8.032625,50,504.473648
-9.063186,50,504.537909
-7.163975,50,504.602155
-5.206636,50,504.666438
-5.887377,50,504.731167
-12.333793,50,504.79554
-7.065532,50,504.859851
-7.397283,50,504.924014
-3.466398,50,504.988213
-2.709391,50,505.052992
-5.980275,50,505.118471
-2.973722,50,505.183847
-5.2995,50,505.249282
-6.636702,50,505.314642
-6.381135,50,505.380509
-5.435499,50,505.446646
-2.916933,50,505.512194
-4.051016,50,505.577512
-2.243609,50,505.642936
-8.517575,50,505.707716
-4.592157,50,505.773078
-5.650178,50,505.839084
-5.595689,50,505.904562
-5.659977,50,505.970406
-3.862158,50,506.035946
-5.073517,50,506.101383
-3.659732,50,506.167532
-3.26368,50,506.232893
-5.395467,50,506.298537
-1.982051,50,506.363884
-6.078302,50,506.429354
-8.209766,50,506.494907
-2.694897,50,506.560482
-6.826191,50,506.625886
-6.445013,50,508.396427
-6.009843,50,508.462346
-4.187191,50,508.528335
-6.150823,50,508.592693
-3.681151,50,508.658064
-7.28088,50,508.722124
-6.629482,50,508.786087
-5.890166,50,508.851258
-7.524273,50,508.916307
-7.37334,50,508.981405
-6.192283,50,509.034744
-5.403468,50,509.090955
-7.982281,50,509.145549
-1.490069,50,509.202113
-8.291598,50,509.261869
-4.701874,50,509.31654
-5.140451,50,509.373804
-3.395029,50,509.431841
-8.516573,50,509.487249
-7.938023,50,509.542445
-5.054372,50,509.594937
-6.338061,50,509.643562
-5.221905,50,509.698914
-6.898408,50,509.752461
-5.709367,50,509.80845
-7.322359,50,509.864585
-6.499853,50,509.916993
-5.185121,50,509.964628
-5.849523,50,510.007092
-3.631,50,510.053281
-10.050323,50,510.106893
-7.388144,50,510.156629
-4.984166,50,510.213537
-5.664012,50,510.269466
-5.320618,50,510.325604
-3.073138,50,510.385185
-5.788953,50,510.449473
-4.07448,50,510.513757
-4.857606,50,510.578238
-5.922209,50,510.643152
-5.41893,50,510.707524
-7.93177,50,512.306929
-3.002509,50,512.372748
-2.629998,50,512.438808
-8.84265,50,512.504899
-5.732913,50,512.571267
-7.116326,50,512.637402
-12.151754,50,512.702491
-7.393836,50,512.76837
-6.414342,50,512.834265
-7.533639,50,512.900445
-6.759562,50,512.966886
-10.359203,50,513.032931
-5.547488,50,513.099333
-5.388511,50,513.164446
-2.382402,50,513.229426
-7.57599,50,513.295456
-6.143561,50,513.361717
-8.38835,50,513.427693
-6.034531,50,513.494073
-3.880112,50,513.560199
-7.923084,50,513.626208
-7.601203,50,513.692468
-6.864829,50,513.757574
-4.871511,50,513.82374
-2.260106,50,513.890043
-2.357616,50,513.955498
-7.873523,50,514.020947
-6.884694,50,514.086279
-9.00417,50,514.151768
-3.14708,50,514.217135
-2.187025,50,514.282487
-3.528619,50,514.347921
-6.634308,50,514.413577
-3.224785,50,514.479134
-4.082197,50,514.54461
-7.449772,50,514.61009
-10.909102,50,514.675545
-2.858147,50,514.741043
-9.175467,50,514.806441
-2.664249,50,514.871821
-5.15657,50,514.937348
-5.656742,50,516.594441
-7.438575,50,516.659356
-4.706508,50,516.724722
-4.921681,50,516.789739
-6.174098,50,516.854856
-3.722399,50,516.920005
-5.748335,50,516.985322
-10.559288,50,517.050444
-5.586798,50,517.115723
-6.792296,50,517.181124
-8.612222,50,517.245523
-8.401897,50,517.31049
-4.273357,50,517.375524
-9.361425,50,517.44118
-6.10306,50,517.506357
-2.841798,50,517.571598
-7.892105,50,517.636625
-5.12594,50,517.701356
-7.987062,50,517.766212
-6.165612,50,517.831246
-3.904418,50,517.896267
-8.301506,50,517.961314
-5.611707,50,518.026332
-7.654916,50,518.09144
-5.370078,50,518.157096
-2.078728,50,518.222133
-8.343099,50,518.286487
-7.513477,50,518.351524
-2.273592,50,518.416525
-3.07042,50,518.481499
-8.143031,50,518.546529
-6.342799,50,518.61146
-7.750323,50,518.676469
-6.253956,50,518.741792
-2.134711,50,518.80666
-2.949466,50,518.871652
-7.749388,50,518.937103
-8.381029,50,519.001862
-4.730841,50,519.066392
-6.101912,50,519.130842
-4.553252,50,519.191548
-2.398369,50,520.688061
-1.660132,50,520.753392
-6.01502,50,520.818977
-6.248876,50,520.884698
-5.559519,50,520.950188
-1.713237,50,521.015424
-5.701437,50,521.081219
-7.43349,50,521.146816
-6.573471,50,521.212539
-5.537113,50,521.278049
-7.856389,50,521.343369
-9.586365,50,521.408799
-3.94659,50,521.47422
-7.522987,50,521.539767
-9.035737,50,521.60509
-3.051096,50,521.670303
-1.825132,50,521.735526
-4.42646,50,521.801017
-1.989188,50,521.866203
-3.737637,50,521.931372
-5.995809,50,521.996512
-3.845575,50,522.061936
-8.097071,50,522.127224
-4.860693,50,522.192518
-1.979905,50,522.257667
-8.544355,50,522.321831
-7.66857,50,522.36666
-6.123258,50,522.415425
-6.701588,50,522.472396
-5.6943,50,522.52606
-3.307555,50,522.582039
-6.390736,50,522.637614
-5.559625,50,522.693794
-8.064967,50,522.749521
-5.594223,50,522.805706
-7.543163,50,522.861603
-7.117782,50,522.917663
-3.463087,50,522.973736
-6.501745,50,523.029854
-6.960295,50,523.086193
-3.93401,50,523.140445
-7.880018,50,524.671778
-5.826693,50,524.73805
-2.257577,50,524.801051
-5.074956,50,524.864027
-6.978657,50,524.926974
-7.326467,50,524.989809
-4.62178,50,525.053184
-3.793539,50,525.117278
-3.854856,50,525.181852
-3.278317,50,525.246419
-3.251671,50,525.302101
-6.252815,50,525.35824
-6.475815,50,525.412261
-5.737686,50,525.467257
-8.25069,50,525.52206
-4.810632,50,525.573776
-8.384967,50,525.632568
-8.775431,50,525.697895
-5.969731,50,525.76306
-9.931472,50,525.82825
-6.064056,50,525.893669
-5.678174,50,525.959288
-5.380912,50,526.02468
-2.694394,50,526.08985
-3.635794,50,526.155074
-6.768554,50,526.220372
-7.721683,50,526.285738
-4.103134,50,526.351093
-4.246616,50,526.416592
-10.461005,50,526.481911
-8.94585,50,526.547449
-6.297455,50,526.613323
-4.838868,50,526.678676
-1.480279,50,526.743867
-6.383108,50,526.809283
-3.709309,50,526.873963
-6.443848,50,526.939415
-5.553869,50,527.004898
-5.071548,50,527.07067
-4.123788,50,527.136244
-6.74582,50,527.201651
-6.814222,50,528.725054
-9.920946,50,528.790712
-7.973379,50,528.857038
-2.533912,50,528.922678
-2.515212,50,528.988185
-7.104489,50,529.053495
-5.557986,50,529.118783
-2.192254,50,529.184382
-8.584462,50,529.249246
-5.484877,50,529.314879
-4.994569,50,529.379721
-2.261422,50,529.445545
-5.644019,50,529.510611
-8.181415,50,529.576775
-6.202597,50,529.642637
-6.448213,50,529.707547
-5.683471,50,529.773668
-6.31181,50,529.839811
-5.398375,50,529.904897
-3.924828,50,529.970805
-10.15168,50,530.035606
-8.287596,50,530.101368
-3.117708,50,530.167431
-8.390783,50,530.232875
-7.3029,50,530.299183
-6.334472,50,530.36371
-5.992072,50,530.429803
-10.954064,50,530.495491
-6.637747,50,530.561641
-5.6986,50,530.627447
-2.772977,50,530.692754
-6.655975,50,530.749807
-9.065857,50,530.805635
-6.286253,50,530.861468
-4.484494,50,530.913548
-5.449116,50,530.968868
-6.231265,50,531.024251
-7.265991,50,531.074903
-7.775651,50,531.131663
-4.510866,50,531.186231
-5.875202,50,531.242002
-5.990798,50,532.800502
-5.911012,50,532.865481
-6.132506,50,532.930475
-7.191089,50,532.996072
-5.77936,50,533.061092
-4.31258,50,533.125924
-5.651154,50,533.190741
-5.979516,50,533.255695
-8.576573,50,533.320694
-5.456591,50,533.385884
-2.955403,50,533.450966
-9.895478,50,533.515887
-5.905757,50,533.582986
-6.794406,50,533.647707
-7.85787,50,533.712532
-6.356016,50,533.777817
-4.041274,50,533.842737
-5.195674,50,533.907682
-7.61576,50,533.972629
-5.032872,50,534.035394
-8.612394,50,534.083662
-5.840204,50,534.132774
-6.032083,50,534.181437
-4.019637,50,534.230433
-6.077168,50,534.28587
-2.534557,50,534.342023
-5.310319,50,534.396327
-4.056504,50,534.448251
-6.284916,50,534.500877
-4.421156,50,534.548046
-1.721075,50,534.595587
-3.815387,50,534.652046
-6.17066,50,534.70387
-7.693619,50,534.763761
-7.775685,50,534.829221
-5.561408,50,534.894793
-4.330669,50,534.960304
-4.566304,50,535.025558
-5.3399,50,535.091021
-1.257276,50,535.156429
-6.004846,50,535.222065
-5.906378,50,536.898776
-4.61782,50,536.949908
-4.41078,50,537.003252
-4.108042,50,537.05711
-8.709072,50,537.10636
-6.253222,50,537.163197
-6.734306,50,537.214271
-6.116536,50,537.265788
-6.47606,50,537.316001
-5.212654,50,537.367525
-6.501138,50,537.423638
-2.957121,50,537.478045
-6.065593,50,537.53543
-4.884382,50,537.588458
-6.685549,50,537.641027
-6.703119,50,537.696516
-6.896435,50,537.753327
-7.983786,50,537.806545
-1.854057,50,537.862808
-2.171125,50,537.915489
-4.800218,50,537.971789
-7.57557,50,538.028093
-5.62612,50,538.085846
-5.352952,50,538.143093
-4.841309,50,538.200757
-7.089724,50,538.257962
-6.774838,50,538.315234
-7.245906,50,538.372578
-7.003874,50,538.417521
-1.889463,50,538.466669
-2.782652,50,538.518875
-5.085588,50,538.568898
-1.685619,50,538.622228
-5.715433,50,538.671173
-3.408381,50,538.721009
-2.638663,50,538.77043
-5.506181,50,538.813729
-3.03757,50,538.861927
-2.775661,50,538.914196
-4.354234,50,538.964025
-8.256886,50,539.013635
-6.348217,50,540.513601
-4.51939,50,540.579328
-5.950034,50,540.645343
-4.239853,50,540.710974
-10.962218,50,540.778116
-8.697409,50,540.843911
-6.948118,50,540.909787
-5.741379,50,540.975704
-8.043028,50,541.041461
-8.471464,50,541.106837
-7.532926,50,541.172111
-2.365206,50,541.237149
-4.949339,50,541.289823
-5.478001,50,541.343938
-6.207915,50,541.393285
-7.175205,50,541.447299
-5.583646,50,541.501899
-9.572336,50,541.552408
-4.874177,50,541.604836
-4.156636,50,541.651932
-4.186853,50,541.706064
-5.731327,50,541.75368
-4.697798,50,541.804738
-7.448298,50,541.858044
-9.126984,50,541.909908
-7.296311,50,541.966305
-5.519343,50,542.023295
-5.376376,50,542.080739
-8.506123,50,542.132526
-4.897815,50,542.185416
-4.920298,50,542.239575
-6.104783,50,542.291961
-3.094111,50,542.342038
-4.313038,50,542.398289
-7.333692,50,542.452851
-7.53958,50,542.509143
-8.013743,50,542.569124
-5.020176,50,542.635927
-5.636744,50,542.700906
-9.986571,50,542.767267
-9.073993,50,542.832829
-7.170223,50,544.457866
-5.461148,50,544.514034
-5.877873,50,544.569505
-8.326913,50,544.622566
-5.731676,50,544.666055
-6.200993,50,544.709489
-2.516078,50,544.752919
-6.592015,50,544.79593
-7.623473,50,544.839317
-4.65969,50,544.882984
-6.69152,50,544.939183
-6.76576,50,544.995465
-3.769121,50,545.0516
-1.709696,50,545.107956
-2.880644,50,545.164204
-6.639053,50,545.214945
-2.400324,50,545.26425
-5.541494,50,545.313649
-6.809032,50,545.361679
-7.624458,50,545.404671
-8.633066,50,545.448144
-5.872968,50,545.493992
-5.596871,50,545.543211
-5.684419,50,545.592836
-6.843597,50,545.642223
-1.516914,50,545.6939
-6.502492,50,545.751612
-4.640168,50,545.809215
-6.105854,50,545.862014
-6.1343,50,545.917245
-5.149492,50,545.972762
-5.860887,50,546.029263
-4.274732,50,546.080464
-7.829715,50,546.135621
-8.163711,50,546.19049
-2.362445,50,546.245032
-4.407368,50,546.302446
-7.568507,50,546.360226
-2.908249,50,546.417955
-6.931836,50,546.464728
-3.199942,50,546.51358
-5.558902,50,547.988145
-5.077137,50,548.045571
-7.169948,50,548.101188
-2.198438,50,548.15568
-5.701605,50,548.211538
-3.048162,50,548.266786
-2.217143,50,548.319972
-4.278175,50,548.377473
-1.911475,50,548.43031
-5.155007,50,548.482151
-6.145875,50,548.53657
-4.18853,50,548.592128
-8.966001,50,548.649106
-3.675386,50,548.706137
-9.381027,50,548.759838
-8.43635,50,548.814764
-3.915865,50,548.87169
-5.34582,50,548.927377
-2.708043,50,548.984123
-4.507913,50,549.041948
-6.523916,50,549.091182
-10.36105,50,549.135974
-6.273313,50,549.182113
-5.674464,50,549.226541
-5.043534,50,549.280569
-5.621388,50,549.334502
-5.289298,50,549.389618
-3.247693,50,549.446825
-5.276025,50,549.503654
-4.216427,50,549.55801
-5.694877,50,549.607105
-7.105564,50,549.655069
-6.444183,50,549.703043
-8.726513,50,549.75784
-1.783414,50,549.816425
-7.886146,50,549.873047
-7.350971,50,549.928761
-3.739667,50,549.981921
-4.244782,50,550.038895
-2.828039,50,550.096561
-5.724618,50,550.150717
-6.683683,50,551.664634
-7.310998,50,551.730065
-8.946588,50,551.796033
-3.00749,50,551.860214
-10.625433,50,551.926218
-5.438999,50,551.991425
-4.407614,50,552.056717
-7.325392,50,552.122817
-3.028293,50,552.188038
-7.260874,50,552.253414
-8.653933,50,552.319556
-9.678932,50,552.385037
-3.531012,50,552.451192
-4.443456,50,552.516425
-7.210886,50,552.581427
-6.40745,50,552.646595
-1.752414,50,552.712396
-7.955735,50,552.778023
-11.631071,50,552.843997
-4.811399,50,552.908189
-3.605844,50,552.973612
-7.452095,50,553.040345
-7.005858,50,553.104747
-6.414574,50,553.170048
-5.685529,50,553.236204
-8.345988,50,553.301212
-7.149066,50,553.366529
-10.110564,50,553.433126
-5.599831,50,553.498372
-4.076525,50,553.564452
-11.586933,50,553.630029
-5.033875,50,553.696034
-7.57404,50,553.761882
-5.482139,50,553.827226
-7.269601,50,553.891433
-3.726347,50,553.956717
-8.708797,50,554.022773
-8.072051,50,554.087919
-5.332869,50,554.153209
-2.497648,50,554.219473
-7.4085,50,554.285325
-9.713734,50,555.844553
-3.063115,50,555.910328
-6.817691,50,555.976296
-6.782962,50,556.042121
-9.782958,50,556.107974
-7.128947,50,556.174082
-5.241462,50,556.240924
-5.622412,50,556.306908
-4.639372,50,556.373628
-8.598271,50,556.439071
-3.823032,50,556.505792
-7.379531,50,556.571679
-5.667252,50,556.636968
-4.11869,50,556.700971
-3.453184,50,556.765038
-5.212368,50,556.829571
-2.464889,50,556.895699
-4.886544,50,556.962622
-3.593295,50,557.028589
-5.640138,50,557.095253
-2.208854,50,557.161228
-4.17412,50,557.22758
-8.910866,50,557.294166
-5.582472,50,557.361012
-9.911545,50,557.427864
-5.763459,50,557.494663
-5.727518,50,557.561183
-4.561011,50,557.626407
-6.193261,50,557.691515
-3.780858,50,557.756525
-7.362002,50,557.812748
-4.238931,50,557.866063
-8.835701,50,557.917607
-7.622203,50,557.966982
-6.956167,50,558.019966
-2.297706,50,558.074954
-7.180831,50,558.132197
-8.245898,50,558.188537
-5.924633,50,558.244747
-8.744316,50,558.297276
-4.603644,50,558.351172
-3.92732,50,559.901212
-5.780464,50,559.954677
-3.478079,50,560.010987
-1.871391,50,560.066949
-5.750711,50,560.114653
-6.370129,50,560.16509
-8.58303,50,560.221883
-7.280938,50,560.275239
-4.248277,50,560.332604
-5.039281,50,560.379477
-4.022054,50,560.43217
-5.647246,50,560.488884
-8.892728,50,560.541679
-5.824624,50,560.59798
-4.685637,50,560.653168
-6.970938,50,560.709827
-4.894664,50,560.76654
-2.889962,50,560.819332
-2.355211,50,560.877047
-6.18879,50,560.930811
-4.696375,50,560.988728
-6.704718,50,561.044713
-8.975461,50,561.093923
-2.434558,50,561.143509
-6.327316,50,561.196867
-3.174924,50,561.252229
-4.950002,50,561.308523
-5.240315,50,561.365348
-7.192106,50,561.423047
-5.883774,50,561.480454
-4.893117,50,561.537613
-5.414462,50,561.595841
-5.051528,50,561.646814
-5.497009,50,561.701302
-1.592151,50,561.754598
-8.035959,50,561.809392
-8.800985,50,561.86392
-4.020774,50,561.918962
-5.918733,50,561.973387
-2.722358,50,562.025984
-3.576475,50,562.082027
-5.176664,50,563.650925
-6.603421,50,563.707103
-2.626608,50,563.762543
-5.130537,50,563.811691
-5.805941,50,563.857626
-5.501858,50,563.915383
-7.572055,50,563.96679
-5.249292,50,564.021315
-5.518371,50,564.074756
-6.801899,50,564.127862
-6.645194,50,564.184845
-6.016708,50,564.236356
-5.330223,50,564.289075
-5.398925,50,564.347907
-6.598536,50,564.405543
-5.449016,50,564.462887
-5.958395,50,564.525339
-7.127393,50,564.591187
-6.399678,50,564.657043
-2.647185,50,564.72318
-3.476676,50,564.78879
-2.377164,50,564.854932
-3.068717,50,564.921188
-3.409713,50,564.98825
-10.333634,50,565.054065
-5.718981,50,565.120029
-5.37881,50,565.186063
-9.223842,50,565.252129
-7.520206,50,565.318633
-5.932086,50,565.384314
-8.109183,50,565.450562
-7.616841,50,565.516218
-6.588194,50,565.582356
-3.036254,50,565.648498
-7.766012,50,565.714343
-5.735844,50,565.78105
-2.168032,50,565.846837
-6.170226,50,565.913087
-5.424939,50,565.9792
-10.913244,50,566.045192
-3.488592,50,566.111044
-4.553995,50,567.741807
-12.350991,50,567.798402
-5.815466,50,567.855175
-3.950775,50,567.913053
-4.409977,50,567.966218
-3.202272,50,568.017434
-6.688432,50,568.06955
-4.703724,50,568.124622
-6.002519,50,568.181816
-8.291363,50,568.232965
-6.984313,50,568.283601
-5.221736,50,568.334612
-8.815073,50,568.390681
-7.588591,50,568.441763
-4.839514,50,568.493675
-7.540333,50,568.556794
-4.713666,50,568.622679
-4.200004,50,568.688934
-5.72683,50,568.755005
-11.563755,50,568.821358
-8.845613,50,568.887747
-5.665426,50,568.954076
-5.682033,50,569.020601
-5.069509,50,569.086966
-5.777366,50,569.153072
-6.830089,50,569.219256
-7.902738,50,569.285712
-6.919443,50,569.351525
-6.596968,50,569.417986
-5.533209,50,569.484474
-6.207273,50,569.550862
-3.256008,50,569.617285
-4.394856,50,569.683742
-7.215355,50,569.749869
-4.152446,50,569.816033
-6.95202,50,569.882188
-3.70907,50,569.948615
-7.399355,50,570.014601
-6.290681,50,570.08072
-14.004867,50,570.146562
-5.735656,50,570.212359
-3.21607,50,571.807355
-3.333268,50,571.871582
-8.287385,50,571.938265
-6.004106,50,572.005686
-6.129061,50,572.072705
-4.126521,50,572.13682
-2.981176,50,572.202161
-6.207389,50,572.266365
-5.185271,50,572.33317
-3.679855,50,572.400608
-3.354064,50,572.467991
-3.384853,50,572.535436
-6.294945,50,572.600308
-8.54889,50,572.66703
-3.034702,50,572.734525
-8.242197,50,572.801367
-6.789034,50,572.867573
-3.446262,50,572.932987
-7.534139,50,572.998421
-5.028869,50,573.063778
-8.043503,50,573.124574
-5.265285,50,573.181149
-3.99926,50,573.237632
-4.00867,50,573.293288
-6.939975,50,573.338032
-2.396759,50,573.382818
-3.322982,50,573.427284
-5.207241,50,573.471269
-4.723823,50,573.514463
-7.468108,50,573.557368
-5.98932,50,573.600024
-8.92077,50,573.642649
-9.818971,50,573.68578
-5.928443,50,573.728397
